FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
16022021     0  21.6   68  1010.4  200   15     AEROPARQUE AERO                                     
16022021     1  20.6   72  1010.5  200   15     AEROPARQUE AERO                                     
16022021     2  20.0   75  1010.2  200   11     AEROPARQUE AERO                                     
16022021     3  19.2   77  1009.8  200   13     AEROPARQUE AERO                                     
16022021     4  18.6   79  1009.5  200   13     AEROPARQUE AERO                                     
16022021     5  18.0   82  1009.4  200   13     AEROPARQUE AERO                                     
16022021     6  17.0   85  1009.7  200   11     AEROPARQUE AERO                                     
16022021     7  17.6   76  1010.0  200    9     AEROPARQUE AERO                                     
16022021     8  18.0   83  1010.0  230    7     AEROPARQUE AERO                                     
16022021     9  18.4   82  1010.1  230   11     AEROPARQUE AERO                                     
16022021    10  18.6   82  1010.4  230   15     AEROPARQUE AERO                                     
16022021    11  19.0   79  1010.7  230   15     AEROPARQUE AERO                                     
16022021    12  21.8   66  1010.2  230   13     AEROPARQUE AERO                                     
16022021    13  23.4   61  1009.7  230   15     AEROPARQUE AERO                                     
16022021    14  22.9   62  1009.4  990   13     AEROPARQUE AERO                                     
16022021    15  23.4   61  1009.1  230   17     AEROPARQUE AERO                                     
16022021    16  23.6   61  1008.4  230   13     AEROPARQUE AERO                                     
16022021    17  24.0   58  1008.0  230   17     AEROPARQUE AERO                                     
16022021    18  23.6   60  1007.7  230   11     AEROPARQUE AERO                                     
16022021    19  23.2   61  1007.9  230   17     AEROPARQUE AERO                                     
16022021    20  23.0   63  1008.1  230    9     AEROPARQUE AERO                                     
16022021    21  23.0   63  1008.3  230   11     AEROPARQUE AERO                                     
16022021    22  22.6   66  1008.5  230   15     AEROPARQUE AERO                                     
16022021    23  21.6   72  1008.9  200   17     AEROPARQUE AERO                                     
16022021     0  16.8   86  1011.9  230   13     AZUL AERO                                           
16022021     1  16.8   86  1011.6  180   15     AZUL AERO                                           
16022021     2  16.4   86  1011.4  180   17     AZUL AERO                                           
16022021     3  16.2   85  1011.1  180   20     AZUL AERO                                           
16022021     4  16.0   87  1010.7  180   11     AZUL AERO                                           
16022021     5  15.0   96  1010.6  180   15     AZUL AERO                                           
16022021     6  14.6   91  1010.5  180   15     AZUL AERO                                           
16022021     7  15.0   89  1010.9  180   11     AZUL AERO                                           
16022021     8  15.0   89  1011.1  180   13     AZUL AERO                                           
16022021     9  16.3   82  1010.9  180   28     AZUL AERO                                           
16022021    10  18.1   75  1011.0  180   22     AZUL AERO                                           
16022021    11  19.6   69  1011.3  180   28     AZUL AERO                                           
16022021    12  21.1   64  1011.0  180   28     AZUL AERO                                           
16022021    13  21.6   62  1010.7  180   22     AZUL AERO                                           
16022021    14  21.6   63  1010.5  180   20     AZUL AERO                                           
16022021    15  21.8   63  1010.1  180   19     AZUL AERO                                           
16022021    16  22.2   60  1009.5  180   13     AZUL AERO                                           
16022021    17  23.3   58  1009.0  180    4     AZUL AERO                                           
16022021    18  23.9   50  1008.4  180   17     AZUL AERO                                           
16022021    19  22.3   61  1008.7  140   19     AZUL AERO                                           
16022021    20  19.8   71  1009.0  140    9     AZUL AERO                                           
16022021    21  16.1   86  1009.7  140    9     AZUL AERO                                           
16022021    22  14.4   91  1010.5  140    6     AZUL AERO                                           
16022021    23  13.7   94  1011.0  180    7     AZUL AERO                                           
16022021     0  15.6   74  1016.3  160   11     BAHIA BLANCA AERO                                   
16022021     1  14.9   80  1016.2  180    7     BAHIA BLANCA AERO                                   
16022021     2  14.9   80  1015.7  230    7     BAHIA BLANCA AERO                                   
16022021     3  13.7   83  1015.3  230   11     BAHIA BLANCA AERO                                   
16022021     4  12.0   85  1015.1  250   11     BAHIA BLANCA AERO                                   
16022021     5  11.1   86  1014.7  230   13     BAHIA BLANCA AERO                                   
16022021     6  10.1   89  1014.7  270   11     BAHIA BLANCA AERO                                   
16022021     7   9.5   92  1015.0  250    7     BAHIA BLANCA AERO                                   
16022021     8  11.4   91  1015.3  290    7     BAHIA BLANCA AERO                                   
16022021     9  14.9   80  1015.5  230    9     BAHIA BLANCA AERO                                   
16022021    10  17.9   70  1015.2  230    7     BAHIA BLANCA AERO                                   
16022021    11  18.6   59  1015.1  230   11     BAHIA BLANCA AERO                                   
16022021    12  20.4   51  1014.8  200   13     BAHIA BLANCA AERO                                   
16022021    13  21.9   44  1014.4  180   13     BAHIA BLANCA AERO                                   
16022021    14  23.6   40  1013.6  180   11     BAHIA BLANCA AERO                                   
16022021    15  25.2   34  1013.0  200   17     BAHIA BLANCA AERO                                   
16022021    16  26.0   31  1012.3  180   13     BAHIA BLANCA AERO                                   
16022021    17  26.6   30  1011.7  200   11     BAHIA BLANCA AERO                                   
16022021    18  26.7   30  1011.3  230    7     BAHIA BLANCA AERO                                   
16022021    19  25.9   35  1011.0  160    9     BAHIA BLANCA AERO                                   
16022021    20  21.6   55  1011.1  110   15     BAHIA BLANCA AERO                                   
16022021    21  19.5   57  1011.2  110   13     BAHIA BLANCA AERO                                   
16022021    22  16.4   65  1011.5   70   13     BAHIA BLANCA AERO                                   
16022021    23  15.6   68  1011.4   70   13     BAHIA BLANCA AERO                                   
16022021     0  15.4   70  1496.0  290    7     BARILOCHE AERO                                      
16022021     1  14.6   72  1498.0  290    6     BARILOCHE AERO                                      
16022021     2  13.9   76  1498.0  290    7     BARILOCHE AERO                                      
16022021     3  12.6   78  1495.0  270    9     BARILOCHE AERO                                      
16022021     4  11.0   78  1492.0  270    6     BARILOCHE AERO                                      
16022021     5   7.8   83  1486.0  180    6     BARILOCHE AERO                                      
16022021     6   7.4   84  1485.0  180    6     BARILOCHE AERO                                      
16022021     7   6.7   86  1485.0  180    7     BARILOCHE AERO                                      
