FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
15052021     0  12.5   93  1020.8  990    2     AEROPARQUE AERO                                     
15052021     1  14.7   79  1020.7   20    6     AEROPARQUE AERO                                     
15052021     2  14.8   74  1020.4  360    7     AEROPARQUE AERO                                     
15052021     3  13.8   86  1020.1  340    7     AEROPARQUE AERO                                     
15052021     4  11.4   92  1020.4  290    4     AEROPARQUE AERO                                     
15052021     5  10.6   91  1020.0  290    4     AEROPARQUE AERO                                     
15052021     6   9.9   86  1020.0  270    4     AEROPARQUE AERO                                     
15052021     7   9.7   87  1020.2    0    0     AEROPARQUE AERO                                     
15052021     8  10.0   85  1020.8  250    4     AEROPARQUE AERO                                     
15052021     9  12.5   75  1021.2  320    4     AEROPARQUE AERO                                     
15052021    10  14.4   72  1021.6  360    4     AEROPARQUE AERO                                     
15052021    11  14.5   68  1021.6   20    6     AEROPARQUE AERO                                     
15052021    12  15.3   70  1021.1   20    7     AEROPARQUE AERO                                     
15052021    13  15.1   72  1020.9  340    7     AEROPARQUE AERO                                     
15052021    14  15.4   66  1020.3   20    4     AEROPARQUE AERO                                     
15052021    15  16.5   74  1019.8   50    7     AEROPARQUE AERO                                     
15052021    16  16.0   76  1019.2   70    9     AEROPARQUE AERO                                     
15052021    17  16.2   67  1019.3   90    4     AEROPARQUE AERO                                     
15052021    18  15.0   67  1019.1  110    7     AEROPARQUE AERO                                     
15052021    19  15.1   73  1019.4  110    6     AEROPARQUE AERO                                     
15052021    20  14.4   81  1020.0  140    6     AEROPARQUE AERO                                     
15052021    21  13.2   87  1020.1  160    4     AEROPARQUE AERO                                     
15052021    22  13.4   86  1020.4  160    6     AEROPARQUE AERO                                     
15052021    23  13.1   88  1020.7  110    6     AEROPARQUE AERO                                     
15052021     0  11.2   71  1019.8  340    7     AZUL AERO                                           
15052021     1  11.8   63  1019.6  320   13     AZUL AERO                                           
15052021     2  10.8   69  1019.6  320   11     AZUL AERO                                           
15052021     3  10.4   66  1019.1  320   15     AZUL AERO                                           
15052021     4   8.8   72  1019.2  290   11     AZUL AERO                                           
15052021     5   8.0   76  1019.6  270    6     AZUL AERO                                           
15052021     6   6.4   85  1019.4  290    6     AZUL AERO                                           
15052021     7   7.0   77  1020.0  270    4     AZUL AERO                                           
15052021     8   6.4   80  1020.1  250    7     AZUL AERO                                           
15052021     9   4.8   94  1020.5    0    0     AZUL AERO                                           
15052021    10  11.0   66  1020.2  270    9     AZUL AERO                                           
15052021    11  14.2   54  1020.4  270   13     AZUL AERO                                           
15052021    12  15.2   55  1020.3  320   15     AZUL AERO                                           
15052021    13  16.6   46  1019.5  270   11     AZUL AERO                                           
15052021    14  17.0   52  1018.9  270    9     AZUL AERO                                           
15052021    15  18.4   43  1018.4  270    7     AZUL AERO                                           
15052021    16  18.2   47  1018.3  320    7     AZUL AERO                                           
15052021    17  17.4   49  1018.5  320    9     AZUL AERO                                           
15052021    18  16.2   57  1018.7  320    4     AZUL AERO                                           
15052021    19  13.9   68  1019.0  320    6     AZUL AERO                                           
15052021    20  13.7   66  1019.4  320    7     AZUL AERO                                           
15052021    21  13.2   69  1019.6  270    4     AZUL AERO                                           
15052021    22  10.4   78  1019.6  320    7     AZUL AERO                                           
15052021    23  11.2   71  1019.5  320    6     AZUL AERO                                           
15052021     0  12.3   79  1017.9  320    7     BAHIA BLANCA AERO                                   
15052021     1  11.0   80  1017.6   90    9     BAHIA BLANCA AERO                                   
15052021     2  10.9   80  1017.7  360    7     BAHIA BLANCA AERO                                   
15052021     3  11.5   81  1017.9  340   11     BAHIA BLANCA AERO                                   
15052021     4  11.9   79  1018.0  320    7     BAHIA BLANCA AERO                                   
15052021     5  12.7   67  1017.5  320   13     BAHIA BLANCA AERO                                   
15052021     6  12.5   70  1017.7  340   15     BAHIA BLANCA AERO                                   
15052021     7  11.6   71  1017.7  340   15     BAHIA BLANCA AERO                                   
15052021     8  10.4   75  1018.0  340   13     BAHIA BLANCA AERO                                   
15052021     9  10.4   74  1018.3  340   19     BAHIA BLANCA AERO                                   
15052021    10  14.0   59  1018.4  340   19     BAHIA BLANCA AERO                                   
15052021    11  17.6   46  1018.7  320   17     BAHIA BLANCA AERO                                   
15052021    12  18.8   45  1018.6  320   19     BAHIA BLANCA AERO                                   
15052021    13  20.4   44  1018.0  320   17     BAHIA BLANCA AERO                                   
15052021    14  21.7   43  1017.3  290   15     BAHIA BLANCA AERO                                   
15052021    15  22.5   45  1016.9  290   13     BAHIA BLANCA AERO                                   
15052021    16  22.4   46  1017.0  270    9     BAHIA BLANCA AERO                                   
15052021    17  21.5       1017.4  250    9     BAHIA BLANCA AERO                                   
15052021    18  19.2   54  1017.6  250    6     BAHIA BLANCA AERO                                   
15052021    19  15.1   64  1018.2  360    9     BAHIA BLANCA AERO                                   
15052021    20  13.2   70  1018.7  360    6     BAHIA BLANCA AERO                                   
15052021    21  12.4   77  1019.1  340    6     BAHIA BLANCA AERO                                   
15052021    22  10.9   79  1019.5  340    6     BAHIA BLANCA AERO                                   
