FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
29012021     0  24.0   78  1005.7   90    7     AEROPARQUE AERO                                     
29012021     1  24.2   74  1004.5   90   11     AEROPARQUE AERO                                     
29012021     2  24.9   73  1005.2   90    7     AEROPARQUE AERO                                     
29012021     3  24.7   72  1005.2  180    4     AEROPARQUE AERO                                     
29012021     4  20.1   82  1006.4  200   19     AEROPARQUE AERO                                     
29012021     5  19.3   88  1006.6  180    9     AEROPARQUE AERO                                     
29012021     6  19.6   89  1007.2  160    4     AEROPARQUE AERO                                     
29012021     7  19.2   94  1006.8  140    7     AEROPARQUE AERO                                     
29012021     8  18.7   92  1007.7   90    4     AEROPARQUE AERO                                     
29012021     9  19.5   91  1005.7   50    7     AEROPARQUE AERO                                     
29012021    10  20.5   89  1006.5  360    9     AEROPARQUE AERO                                     
29012021    11  22.6   78  1006.0  360    6     AEROPARQUE AERO                                     
29012021    12  23.2   78  1005.6   20    9     AEROPARQUE AERO                                     
29012021    13  23.3   81  1005.6   20   11     AEROPARQUE AERO                                     
29012021    14  23.6   77  1005.0  360   11     AEROPARQUE AERO                                     
29012021    15  24.6   77  1004.7   20   13     AEROPARQUE AERO                                     
29012021    16  24.5   75  1004.1   20   13     AEROPARQUE AERO                                     
29012021    17  25.4   75  1003.5   20   13     AEROPARQUE AERO                                     
29012021    18  26.2   73  1003.2   20   13     AEROPARQUE AERO                                     
29012021    19  27.0   64  1002.8  360   15     AEROPARQUE AERO                                     
29012021    20  26.5   67  1004.2  340   15     AEROPARQUE AERO                                     
29012021    21  26.0   70  1004.7  340   15     AEROPARQUE AERO                                     
29012021    22  25.4   70  1005.4  320   11     AEROPARQUE AERO                                     
29012021    23  25.0   74  1006.0  270    6     AEROPARQUE AERO                                     
29012021     0  20.6   57  1005.1  270    7     AZUL AERO                                           
29012021     1  20.4   57  1004.4  270    6     AZUL AERO                                           
29012021     2  20.4   57  1004.6  270    7     AZUL AERO                                           
29012021     3  19.8   57  1004.8  320    7     AZUL AERO                                           
29012021     4  19.6   59  1004.4  320    7     AZUL AERO                                           
29012021     5  18.6   63  1004.6  320    9     AZUL AERO                                           
29012021     6  17.6   69  1004.6  320    7     AZUL AERO                                           
29012021     7  16.6   78  1004.7  270    9     AZUL AERO                                           
29012021     8  17.0   78  1005.0  270   11     AZUL AERO                                           
29012021     9  19.0   74  1005.0  270    9     AZUL AERO                                           
29012021    10  23.2   60  1004.2  320   11     AZUL AERO                                           
29012021    11  25.6   43  1004.0  320   13     AZUL AERO                                           
29012021    12  27.5   32  1003.6  320   17     AZUL AERO                                           
29012021    13  28.2   29  1002.9  270   20     AZUL AERO                                           
29012021    14  28.4   29  1002.5  230   19     AZUL AERO                                           
29012021    15  27.7   27  1002.6  250   22     AZUL AERO                                           
29012021    16  29.2   25  1002.3  230   15     AZUL AERO                                           
29012021    17  28.8   27  1002.1  230   13     AZUL AERO                                           
29012021    18  28.4   27  1002.2  230   15     AZUL AERO                                           
29012021    19  28.0   29  1002.5  180    9     AZUL AERO                                           
29012021    20  25.5   38  1003.2  230    7     AZUL AERO                                           
29012021    21  19.2   64  1004.6  180   11     AZUL AERO                                           
