FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
         [HOA]  [ºC]   [%]  [hPa]  [gr] [km/hr]                                                     
16032021     0  23.2   91  1012.1  140    7     AEROPARQUE AERO                                     
16032021     1  24.0   74  1011.7   70   17     AEROPARQUE AERO                                     
16032021     2  23.9   70  1010.7   70   19     AEROPARQUE AERO                                     
16032021     3  23.6   72  1010.0   70   22     AEROPARQUE AERO                                     
16032021     4  23.2   76  1009.9   50   19     AEROPARQUE AERO                                     
16032021     5  22.8   75  1009.4   50   20     AEROPARQUE AERO                                     
16032021     6  22.3   79  1009.2   50   20     AEROPARQUE AERO                                     
16032021     7  22.2   81  1009.8   50   19     AEROPARQUE AERO                                     
16032021     8  22.1   79  1010.1   50   20     AEROPARQUE AERO                                     
16032021     9  22.2   77  1010.3   50   15     AEROPARQUE AERO                                     
16032021    10  21.8   79  1011.4  360   15     AEROPARQUE AERO                                     
16032021    11  22.4   78  1010.6   20   15     AEROPARQUE AERO                                     
16032021    12  22.5   78  1009.8   20   11     AEROPARQUE AERO                                     
16032021    13  22.9   77  1009.2  360   15     AEROPARQUE AERO                                     
16032021    14  21.9   83  1008.4  360   15     AEROPARQUE AERO                                     
16032021    15  21.7   87  1007.0   50   19     AEROPARQUE AERO                                     
16032021    16  22.0   85  1006.0   50   24     AEROPARQUE AERO                                     
16032021    17  21.9   87  1006.0   50   15     AEROPARQUE AERO                                     
16032021    18  22.0   84  1005.8   20   15     AEROPARQUE AERO                                     
16032021    19  22.0   83  1005.3  360   15     AEROPARQUE AERO                                     
16032021    20  21.5   87  1005.6  320    9     AEROPARQUE AERO                                     
16032021    21  21.6   87  1006.1  320    9     AEROPARQUE AERO                                     
16032021    22  21.6   86  1005.7  320    9     AEROPARQUE AERO                                     
16032021    23  21.3   89  1005.4  320   17     AEROPARQUE AERO                                     
16032021     0  18.5   66  1012.5  320    7     AZUL AERO                                           
16032021     1  17.6   71  1011.8  320    6     AZUL AERO                                           
16032021     2  18.6   67  1010.8  360   15     AZUL AERO                                           
16032021     3  17.6   76  1010.5   50   11     AZUL AERO                                           
16032021     4  17.1   83  1009.9   50   15     AZUL AERO                                           
16032021     5  17.9   82  1009.9   50    7     AZUL AERO                                           
16032021     6  17.7   84  1009.6   50    9     AZUL AERO                                           
16032021     7  19.3   83  1009.8   50   20     AZUL AERO                                           
16032021     8  19.8   87  1010.0   50   19     AZUL AERO                                           
16032021     9  20.2   90  1010.6  360   17     AZUL AERO                                           
16032021    10  19.2   93  1010.9   20   15     AZUL AERO                                           
16032021    11  18.9   97  1010.8   20   13     AZUL AERO                                           
16032021    12  19.1   93  1010.0  360    7     AZUL AERO                                           
16032021    13  19.2   92  1009.4  360    6     AZUL AERO                                           
16032021    14  19.7   89  1007.6  110    7     AZUL AERO                                           
16032021    15  19.3   94  1007.2  110    7     AZUL AERO                                           
16032021    16  18.5   95  1006.6  140   11     AZUL AERO                                           
16032021    18  18.1   97  1006.2  160   11     AZUL AERO                                           
16032021    19  17.4   98  1006.4  140   19     AZUL AERO                                           
16032021    20  17.2   98  1006.8  180    9     AZUL AERO                                           
16032021    21  16.6   96  1007.4  140   13     AZUL AERO                                           
16032021    22  16.6   96  1008.1  140   15     AZUL AERO                                           
16032021    23  16.8   96  1008.4  140   11     AZUL AERO                                           
16032021     0  20.8   82  1009.6  340   17     BAHIA BLANCA AERO                                   
16032021     1  20.6   84  1010.0  360   15     BAHIA BLANCA AERO                                   
16032021     2  20.4   85  1009.9  360   22     BAHIA BLANCA AERO                                   
16032021     3  20.3   84  1009.8  360   17     BAHIA BLANCA AERO                                   
16032021     4  20.7   82  1009.3  320   15     BAHIA BLANCA AERO                                   
16032021     5  20.1   84  1009.4  200   24     BAHIA BLANCA AERO                                   
16032021     6  17.5   83  1009.0   90   15     BAHIA BLANCA AERO                                   
16032021     7  16.7   85  1007.4   90   17     BAHIA BLANCA AERO                                   
16032021     8  16.9   84  1008.2  360    6     BAHIA BLANCA AERO                                   
16032021     9  18.9   80  1009.3  340    9     BAHIA BLANCA AERO                                   
16032021    10  21.0   72  1009.5  290   17     BAHIA BLANCA AERO                                   
16032021    11  21.3   75  1010.8  270   19     BAHIA BLANCA AERO                                   
16032021    12  21.6   73  1011.2  270   13     BAHIA BLANCA AERO                                   
16032021    13  20.7   76  1010.9  200   20     BAHIA BLANCA AERO                                   
16032021    14  20.9   74  1010.7  180   20     BAHIA BLANCA AERO                                   
16032021    15  20.7   73  1010.7  200   19     BAHIA BLANCA AERO                                   
16032021    16  21.1   71  1010.8  200   19     BAHIA BLANCA AERO                                   
